run_id,window_index,window_start,window_end,ticker,source_query,status,article_id,published_at,title,source,body_extraction_status,market_signal,event_type,expectation_surprise,final_signal_score,signal_strength,return_20d,excess_return_20d,raw_thesis_match,excess_thesis_match,is_duplicate,data_quality_score,data_quality_notes,what_went_wrong
20260624T144048Z,1,2025-11-21,2025-11-28,SOUN,Yahoo Finance,saved,858,2025-11-24T08:00:00+00:00,"Upstart, DigitalOcean, AppLovin, SoundHound AI, and Twilio Shares Are Soaring, What You Need To Know - Yahoo Finance",Yahoo Finance,google_news_title_only,neutral,other,neutral,0.0,0.0,-8.7102,-11.2879,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,1,2025-11-21,2025-11-28,SOUN,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,SOUN,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,SOUN,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,SOUN,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,SOUN,Seeking Alpha,saved,859,2025-11-27T08:00:00+00:00,SoundHound's Breakeven In FY2026 Triggers My Buy Rating After Steep Sell-Off (NASDAQ:SOUN) - Seeking Alpha,Seeking Alpha,google_news_title_only,bearish,other,neutral,-6.1056,6.1056,-12.8472,-14.1364,True,True,0,75,title-only body | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,
20260624T144048Z,1,2025-11-21,2025-11-28,BBAI,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,BBAI,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,BBAI,Yahoo Finance,saved,860,2025-11-27T08:00:00+00:00,BigBear.ai vs. Leidos: Which Defense-Focused AI Stock Should You Buy? - Yahoo Finance,Yahoo Finance,google_news_title_only,neutral,other,neutral,0.0,0.0,-9.0909,-10.3801,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,1,2025-11-21,2025-11-28,BBAI,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,BBAI,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,BBAI,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,BBAI,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,BBAI,Seeking Alpha,skipped,,,SoundHound's Breakeven In FY2026 Triggers My Buy Rating After Steep Sell-Off (NASDAQ:SOUN) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,China warns it will 'crush' foreign efforts to interfere over Taiwan - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"US, China held maritime security talks in Hawaii, Chinese navy says - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,Russia's Ryabkov says potential Putin-Trump summit is on the agenda - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,EU Parliament pushes for age limits on social media to safeguard minors - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Meat producer Danish Crown's profit slides, hit by Chinese pork duties - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,'Just silence': Families mourn elderly loved ones after Hong Kong inferno - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Global pressure forces Myanmar junta to crack down on scam centres, sources say - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Train hits, kills 11 in China's worst rail accident in over a decade - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,China pushes for mediation to resolve Nexperia dispute - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,China again cautions citizens against Japan visits - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,How does the Hong Kong tower fire compare to other recent building blazes? - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Renault CEO backs new EU rules on sourcing local parts, but seeks broader definition - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,US demands 'balanced' EU digital rules before it cuts steel tariffs - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Ubisoft, Tencent agree 4 billion euro Vantage Studios tie-up - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,Police arrest construction firm bosses over Hong Kong fire - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Yahoo Finance,saved,861,2025-11-21T08:00:00+00:00,Energy Fuels vs. Cameco: Which Uranium Stock Has More Upside Today? - Yahoo Finance,Yahoo Finance,google_news_title_only,neutral,other,neutral,0.0,0.0,8.6614,5.4818,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Seeking Alpha,skipped,,,"Southern Copper: King Of The Cost Curve, But Hold Your Horses (NYSE:SCCO) - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Seeking Alpha,skipped,,,MP Materials Stock: Price Drop Makes It More Interesting (NYSE:MP) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Seeking Alpha,skipped,,,Novonix Stock: A Potential Battery Darling (NASDAQ:NVX) - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Seeking Alpha,skipped,,,Northern Dynasty Minerals: Summary Judgment Briefing Schedule Pushed Back 1.5 Months - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Seeking Alpha,skipped,,,"Lynas Rare Earths: Strategically Positioned, But Premium Priced In - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,1,2025-11-21,2025-11-28,UUUU,Seeking Alpha,skipped,,,Lithium Miners News For The Month Of November 2025 - Seeking Alpha,Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,CRSP,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,CRSP,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,CRSP,Yahoo Finance,saved,862,2025-11-23T08:00:00+00:00,Does the Pullback Signal Opportunity for CRISPR Therapeutics After Gene Editing Approval? - Yahoo Finance,Yahoo Finance,google_news_title_only,bullish,regulation,positive,9.1584,9.1584,5.8615,3.2838,True,True,0,75,title-only body | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,
20260624T144048Z,1,2025-11-21,2025-11-28,CRSP,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,CRSP,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,CRSP,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,CRSP,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,CRSP,Seeking Alpha,skipped,,,"Global X Genomics & Biotechnology ETF (GNOM) Price, Quote, News & Analysis - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,1,2025-11-21,2025-11-28,CRSP,Seeking Alpha,skipped,,,"Cathie Wood pivots to AI drug discovery, gene editing stocks, reduces diagnostics and software exposure - Seeking Alpha",Historical Seeking Alpha,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,ARCT,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,ARCT,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,ARCT,Yahoo Finance,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,ARCT,GlobeNewswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,ARCT,Business Wire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,ARCT,PR Newswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,ARCT,Accesswire,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,ARCT,Seeking Alpha,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,Economic Events Calendar for: - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,Grayscale’s Dogecoin and XRP ETFs Set for NYSE Debut on November 24 - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,FedEx Corp. Board Declares Quarterly Dividend - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,Wall Street Turns Bullish on Geron Corporation (GERN) amid Rytelo Sales Push Plans - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,Baird Reiterates Outperform on Nvidia (NVDA) Following Strong Q3 Results - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,Micron (MU) Stock Rises as AI Boom Sparks Fresh Wave of Chip Price Hikes - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,Care Fusion merges with Reliant to form infusion platform - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,Hash Ribbon Flashes Signal That Often Marks Cyclical Bottoms for Bitcoin Price - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,Novo Nordisk (CPSE:NOVO B): Exploring Valuation After Recent Share Price Pullback - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,Amazon Drops a $3 Billion AI Bet in the Deep South - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T144048Z,1,2025-11-21,2025-11-28,RDW,Yahoo Finance,skipped,,,20 Cheapest Places To Retire in the East - Yahoo Finance,Historical Yahoo Finance,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
