run_id,window_index,window_start,window_end,ticker,source_query,status,article_id,published_at,title,source,body_extraction_status,market_signal,event_type,expectation_surprise,final_signal_score,signal_strength,return_20d,excess_return_20d,raw_thesis_match,excess_thesis_match,is_duplicate,data_quality_score,data_quality_notes,what_went_wrong
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Meat producer Danish Crown's profit slides, hit by Chinese pork duties - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,'Just silence': Families mourn elderly loved ones after Hong Kong inferno - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Global pressure forces Myanmar junta to crack down on scam centres, sources say - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Train hits, kills 11 in China's worst rail accident in over a decade - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,China pushes for mediation to resolve Nexperia dispute - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,China again cautions citizens against Japan visits - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,How does the Hong Kong tower fire compare to other recent building blazes? - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Renault CEO backs new EU rules on sourcing local parts, but seeks broader definition - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,US demands 'balanced' EU digital rules before it cuts steel tariffs - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,"Ubisoft, Tencent agree 4 billion euro Vantage Studios tie-up - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,Reuters,skipped,,,Police arrest construction firm bosses over Hong Kong fire - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,1,2025-11-21,2025-11-28,UUUU,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,1,2025-11-21,2025-11-28,CRSP,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,1,2025-11-21,2025-11-28,CRSP,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,1,2025-11-21,2025-11-28,ARCT,Reuters,error,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,RSS feed failed: The read operation timed out
20260624T142636Z,1,2025-11-21,2025-11-28,ARCT,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,1,2025-11-21,2025-11-28,RDW,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,1,2025-11-21,2025-11-28,RDW,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,1,2025-11-21,2025-11-28,IONQ,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,1,2025-11-21,2025-11-28,IONQ,CNBC,saved,833,2025-11-27T14:59:43+00:00,Check out IONQ's stock price (1IONQ-IT) in real time - CNBC,CNBC,google_news_title_only,neutral,other,neutral,0.0,0.0,-3.8413,-5.1305,,,0,65,title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation,signal below directional threshold | low data quality: title-only body | uncertain classification | return base uses 1 trading-day entry lag | sector/profile context skipped for faster historical validation
20260624T142636Z,2,2025-12-10,2025-12-17,RXRX,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,RXRX,CNBC,skipped,,,"Stocks making the biggest moves premarket: Netflix, Amazon, Lennar, General Mills & more - CNBC",Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,RXRX,CNBC,skipped,,,"Stocks making the biggest moves midday: Oracle, Jabil, Paramount, Texas Pacific & more - CNBC",Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,RKLB,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,RKLB,CNBC,skipped,,,Cramer's Lightning Round: Lithium Americas is 'a no-go' - CNBC,Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,RKLB,CNBC,skipped,,,"Lightning Round: I would buy M&T Bank tomorrow morning, says Jim Cramer - CNBC",Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,RKLB,CNBC,skipped,,,"Stocks making the biggest moves premarket: iRobot, Las Vegas Sands, Tilray & more - CNBC",Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,RKLB,CNBC,skipped,,,Airbnb’s shares are in a 5-year slump. One analyst believes 2026 will be their year - CNBC,Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,RKLB,CNBC,skipped,,,"Stocks making the biggest moves midday: Zillow, KLA, iRobot, Immunome & more - CNBC",Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,RKLB,CNBC,skipped,,,"Here are Thursday's biggest analyst calls: Nvidia, Tesla, Oracle, Meta Platforms, Visa, Alphabet, Roku & more - CNBC",Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,RKLB,CNBC,skipped,,,SpaceX could be the biggest IPO ever next year. How investors can play it right now - CNBC,Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,ASTS,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,ASTS,CNBC,skipped,,,Cramer's Lightning Round: MercadoLibre is a buy - CNBC,Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,ASTS,CNBC,skipped,,,"Lightning Round: MercadoLibre is 'such a good company', says Jim Cramer - CNBC",Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,SOUN,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,SOUN,CNBC,skipped,,,Cramer's Lightning Round: 'You've got a buying opportunity in AES' - CNBC,Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,BBAI,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,BBAI,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,EU's Kallas: China is increasingly weaponizing economic ties for political gains - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Bangladesh election: Main parties and issues - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,China says Philippines distorted facts about incident near disputed atoll - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,India streamlines visa rules in boost for Chinese professionals - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Stem cell clinic ends $10 million lawsuit against law firm Venable - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,How Chinese entities are already using Nvidia's powerful H200 AI chips - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Republican lawmakers decry Intel's testing of Chinese-linked tools after Reuters report - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Obamacare health subsidy to end as US Senate rejects dueling remedies - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,"China voices support for Venezuela amid US blockade, but makes no aid pledges - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,China holds low-key Nanjing Massacre memorial despite Japan tensions - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,"US forces raided ship headed to Iran from China in Indian Ocean, WSJ says - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,"Nvidia considers increasing H200 chip output due to robust China demand, sources say - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Judge fines law firm Hagens Berman over AI errors in OnlyFans case - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Polestar secures $600 million loan from majority owner Geely Holding - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,Reuters,skipped,,,Japan visitor arrivals growth strong in November despite China travel warning - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,2,2025-12-10,2025-12-17,UUUU,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,CRSP,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,CRSP,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,ARCT,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,ARCT,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,RDW,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,RDW,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,IONQ,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,2,2025-12-10,2025-12-17,IONQ,CNBC,skipped,,,"Here are Thursday's biggest analyst calls: Nvidia, Tesla, Oracle, Meta Platforms, Visa, Alphabet, Roku & more - CNBC",Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,RXRX,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,RXRX,CNBC,skipped,,,Nvidia takes $5 billion stake in Intel under September agreement - CNBC,Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,RKLB,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,RKLB,CNBC,skipped,,,Intel is coming off an astounding year. Why this analyst sees more gains ahead - CNBC,Historical CNBC,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,3,2025-12-29,2026-01-05,ASTS,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,ASTS,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,SOUN,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,SOUN,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,BBAI,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,BBAI,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,TSX kicks off 2026 with a gain as energy shares rise - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,China's war games around Taiwan over the years - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,Taiwan vows to defend sovereignty after China's military drill - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,"Thailand-Cambodia ceasefire holds, but Bangkok says breaches delayed release of prisoners - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,South Korea's President Lee to visit China from January 4 to 7 as Seoul seeks to restore ties - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,Hong Kong arrests 21 for corruption in building renovation crackdown - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,"Thailand-Cambodia ceasefire 'gradually' being implemented, says China - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,China's premier pledges deeper cooperation as Irish PM pushes on beef and dairy - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,"Italy weighs fresh options to curb Chinese sway over Pirelli, sources say - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,North Korea condemns US strikes on Venezuela as 'serious encroachment of sovereignty' - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,"China, South Korea to carry out cultural exchanges in orderly manner, Beijing says - Reuters",Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because article date was outside requested window
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,Reuters,skipped,,,Poland urges Brussels to probe TikTok over AI-generated content - Reuters,Historical Reuters,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,Skipped because ticker/company was not detected
20260624T142636Z,3,2025-12-29,2026-01-05,UUUU,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,CRSP,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,CRSP,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,ARCT,Reuters,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
20260624T142636Z,3,2025-12-29,2026-01-05,ARCT,CNBC,empty,,,,,,,,,,,,,,,0,25,missing body | missing published_at | weak or unknown source | low ticker relevance | uncertain classification | return data unavailable,No RSS entries found
